word	positive	negative	anger	anticipation	disgust	fear	joy	sadness	surprise	trust	Sum of labels
epäpätevä	0	1	1	0	0	0	0	1	0	0	3
epärehellinen	0	1	1	0	1	0	0	1	0	0	4
epärehellisyys	0	1	0	0	1	0	0	0	0	0	2
epäreilu	0	1	1	0	1	0	0	1	0	0	4
epäröidä	0	1	0	0	0	1	0	0	0	0	2
epäröinti	0	1	0	0	0	1	0	0	0	0	2
epäselvyys	0	1	0	0	0	0	0	0	0	0	1
epäselvä	0	1	0	0	0	0	0	0	0	0	1
epäsiisti	0	1	0	0	1	0	0	0	0	0	2
epäsointu	0	1	1	0	0	0	0	0	0	0	2
epäsopiva	0	1	1	0	0	0	0	1	0	0	3
epäsuhta	0	1	0	0	0	0	0	0	0	0	1
epäsuosittu	0	1	0	0	1	0	0	1	0	0	3
epäsuotuisa	0	1	0	0	1	0	0	1	0	0	3
epäsymmetria	0	0	0	0	1	0	0	0	0	0	1
epäsäännöllinen	0	1	0	0	0	0	0	0	0	0	1
epäsäännöllisyys	0	1	0	0	0	0	0	0	0	0	1
epätarkka	0	1	0	0	0	0	0	0	0	0	1
epätasaarvo	0	1	1	0	1	1	0	1	0	0	5
epätasaarvoinen	0	1	0	0	0	0	0	0	0	0	1
epätasainen	0	1	0	0	0	0	0	0	0	0	1
epätavallinen	1	0	0	0	0	0	0	0	0	0	1
epäterveellinen	0	1	0	0	1	1	0	1	0	0	4
epätoivo	0	1	1	0	1	1	0	1	0	0	5
epätoivoinen	0	1	0	0	0	0	0	0	0	0	1
epätoivottuja	0	1	0	0	0	0	0	1	0	0	2
epätyydyttävä	0	1	0	0	1	0	0	0	0	0	2
epätäydellisesti	0	1	0	0	0	0	0	0	0	0	1
epätäydellisyys	0	1	0	0	0	0	0	0	0	0	1
epäusko	0	1	0	0	0	0	0	0	0	0	1
epäuskoinen	0	1	1	0	1	0	0	0	0	0	3
epävakaa	0	1	0	0	0	1	0	0	1	0	3
epävakaisuus	0	1	0	0	1	1	0	0	0	0	3
epävarma	0	1	1	0	0	1	0	1	0	0	4
epävarmuus	0	1	0	0	0	1	0	0	0	0	2
epäviisas	0	1	0	0	0	0	0	0	0	0	1
epävirallinen	0	1	0	0	0	0	0	0	0	0	1
epäystävällinen	0	1	1	0	1	1	0	1	0	0	5
epääminen	0	1	0	0	0	0	0	0	0	0	1
erakko	0	0	0	0	0	0	0	1	0	1	2
eranto	0	1	0	0	0	0	0	0	0	0	1
erehdys	0	1	0	0	0	0	0	0	0	0	1
erehtymätön	1	0	0	0	0	0	0	0	0	0	1
erehtynyt	0	1	0	0	0	1	0	0	0	0	2
erehtyväinen	0	1	0	0	0	0	0	0	0	0	1
erehtyä	0	1	0	0	0	0	0	0	0	0	1
eriarvoisuus	0	1	1	0	0	1	0	1	0	0	4
erikoistuneet	0	0	0	0	0	0	0	0	0	1	1
erilaisuus	0	1	1	0	1	0	0	1	0	0	4
erillisalue	0	1	0	0	0	0	0	0	0	0	1
erillisiä	0	1	0	0	0	0	0	0	0	0	1
erimielisyys	0	1	1	0	0	0	0	1	0	0	3
erinomainen	1	0	0	0	0	0	1	0	0	1	3
erinomaisesti	1	0	0	0	0	0	0	0	0	0	1
erinomaisuus	1	0	0	0	1	0	1	0	0	1	4
eripurainen	0	1	1	0	0	0	0	0	0	0	2
eripuraisuus	0	1	1	0	1	0	0	0	0	0	3
eriskummallinen	0	1	0	0	0	0	0	0	0	0	1
eristys	0	0	0	0	0	0	0	0	0	1	1
eristäminen	0	1	0	0	0	0	0	1	0	0	2
eristäytyneisyys	1	1	0	0	0	1	0	0	0	0	3
eristäytynyt	0	1	0	0	0	0	0	1	0	0	2
eristää	0	0	0	0	0	0	0	1	0	0	1
erittää	0	0	0	0	1	0	0	0	0	0	1
erityinen	1	0	0	0	0	0	1	0	0	0	2
erityinen mieltymys jhk	1	0	0	1	0	0	0	0	0	0	2
erityisen	1	0	0	0	0	0	0	0	0	0	1
erityispiirre	1	0	0	0	0	0	0	0	0	0	1
erityispiirteet	0	1	0	0	0	0	0	0	0	0	1
eritys	0	0	0	0	1	0	0	0	0	0	1
eriävä	0	1	0	0	0	0	0	0	0	0	1
ero	0	1	1	0	0	0	0	1	0	0	3
eroaminen	0	1	0	0	0	0	0	1	1	0	3
eroosio	0	1	0	0	0	0	0	0	0	0	1
eroottinen	1	1	0	1	0	0	1	0	1	1	6
erota	0	1	1	0	1	1	0	1	0	0	5
erottamaton	1	0	0	0	0	0	1	0	0	1	3
erotteleva	0	1	0	0	1	0	0	0	0	0	2
erottumaton	0	1	0	0	0	0	0	0	0	0	1
erämaa	0	0	0	1	0	1	0	1	0	0	3
esi-isiltä peritty	0	0	0	0	0	0	0	0	0	1	1
esiintyjä	1	0	0	0	0	0	0	0	0	0	1
esikoinen	1	0	0	1	0	0	1	0	0	1	4
esikuva	1	0	0	1	0	0	1	0	0	1	4
esimerkillinen	1	0	0	0	0	0	0	0	0	0	1
esimies	1	0	0	0	0	0	0	0	0	0	1
esirukous	0	0	0	0	0	0	0	0	0	1	1
esittää	1	0	0	1	0	0	1	0	1	1	5
esittää väärässä valossa	0	1	0	0	0	0	0	0	0	0	1
este	0	1	1	0	0	0	0	0	0	0	2
esteellinen	0	1	1	0	1	0	0	1	0	0	4
esteellisyys	0	1	0	0	0	0	0	0	0	0	1
esteettinen	1	0	0	0	0	0	0	0	0	0	1
estetiikka	1	0	0	0	0	0	1	0	0	0	2
estäminen	0	1	0	0	0	0	0	0	0	0	1
estää	0	1	1	0	0	1	0	0	0	0	3
etana	0	1	0	0	1	0	0	0	0	0	2
eteenpäin	1	0	0	0	0	0	0	0	0	0	1
eteerinen	0	0	0	0	0	1	0	0	0	0	1
eteneminen	1	0	0	0	0	0	0	0	0	0	1
etevä	1	0	0	0	0	0	0	0	0	0	1
etiikka	1	0	0	0	0	0	0	0	0	0	1
etoa	0	1	0	0	1	0	0	0	0	0	2
etova	0	1	1	0	1	1	0	0	0	0	4
etsintä	1	0	0	1	0	0	0	0	0	0	2
etsiä	0	0	0	1	0	0	0	0	0	0	1
etu	1	0	0	0	0	0	0	0	0	0	1
etujoukko	1	0	0	0	0	0	0	0	0	0	1
etuoikeutettu	1	0	0	0	0	0	1	0	0	1	3
etusija	1	0	0	0	0	0	0	0	0	0	1
etuvartio	0	0	0	0	0	1	0	0	0	0	1
etäpesäke	0	1	0	0	0	0	0	0	0	0	1
eutanasia	0	1	0	0	0	1	0	1	0	0	3
evakuoida	0	1	0	0	0	1	0	0	0	0	2
evakuointi	0	1	0	0	0	0	0	0	0	0	1
eversti	1	0	0	0	0	0	0	0	0	1	2
evoluutio	1	0	0	0	0	0	0	0	0	0	1
evätty	0	1	0	0	0	0	0	1	0	0	2
exorcism	0	1	0	0	0	1	0	1	0	0	3
fanaatikko	0	1	0	0	0	0	0	0	0	0	1
fanaattisuus	0	0	0	0	0	1	0	0	0	0	1
fanfaari	1	0	0	1	0	0	1	0	1	0	4
farmaseuttinen	1	0	0	0	0	0	0	0	0	0	1
farssi	0	1	0	0	0	0	0	0	0	0	1
farssimainen	0	1	0	0	1	0	0	0	0	0	2
feeniks	1	0	0	0	0	0	0	0	0	0	1
feodaalinen	0	1	0	0	0	0	0	0	0	0	1
feodalismi	0	1	1	0	0	0	0	1	0	0	3
festivaali	1	0	0	1	0	0	1	0	1	0	4
fiasko	0	1	0	0	0	0	0	0	0	0	1
fiesta	1	0	0	1	0	0	1	0	1	1	5
filantropia	1	0	0	0	0	0	0	0	0	0	1
filosofi	1	0	0	0	0	0	0	0	0	1	2
fleece	0	1	1	0	1	0	0	1	0	0	4
flirttailla	1	1	0	1	0	0	1	0	1	1	6
flop	0	1	0	0	1	0	0	1	0	0	3
flunssa	0	1	0	0	0	1	0	0	0	0	2
fokus	1	0	0	0	0	0	0	0	0	0	1
foneettinen	1	0	0	0	0	0	0	0	0	0	1
forefathers	1	0	0	0	0	0	1	0	0	1	3
fregatti	0	0	0	0	0	1	0	0	0	0	1
frightful	0	1	1	0	0	1	0	1	0	0	4
frigiidi	0	1	0	0	0	0	0	0	0	0	1
frowning	0	1	1	0	1	0	0	1	0	0	4
funk	0	1	0	0	0	0	0	1	0	0	2
fuusio	1	0	0	0	0	0	0	0	0	0	1
fysiikka	1	0	0	0	0	0	0	0	0	0	1
fysiologia	1	0	0	0	0	0	0	0	0	0	1
fyysikko	0	0	0	0	0	0	0	0	0	1	1
gaby	0	1	0	0	1	0	0	0	0	0	2
gawk	0	0	0	0	0	0	0	0	1	0	1
gelatiini	0	0	0	0	1	0	0	0	0	0	1
geriatrinen	0	1	0	0	0	0	0	1	0	0	2
getto	0	1	0	0	1	1	0	1	0	0	4
giljotiini	0	1	1	1	1	1	0	1	0	0	6
gladiaattori	0	0	0	0	0	1	0	0	0	0	1
goodwill	1	0	0	0	0	0	0	0	0	0	1
gorilla	0	1	0	0	0	0	0	0	0	0	1
gospel	1	0	0	0	0	0	0	0	0	1	2
granaatti	1	0	0	0	0	0	0	0	0	0	1
groteski	0	1	0	0	1	0	0	0	0	0	2
gubernatorial	1	0	0	0	0	0	0	0	0	1	2
guru	1	0	0	0	0	0	0	0	0	1	2
guzzling	0	1	0	0	0	0	0	0	0	0	1
haaksirikko	0	1	0	0	0	1	0	1	0	0	3
haaksirikkoutui	0	1	1	0	0	1	0	1	0	0	4
haastaa oikeuteen	0	1	1	0	0	0	0	1	0	0	3
haastattelija	0	0	0	0	0	1	0	0	0	0	1
haaste	0	1	1	0	0	1	0	0	0	0	3
haastemies	0	1	0	0	0	1	0	0	0	1	3
haava	0	1	1	0	0	1	0	1	0	0	4
haaveilu	1	0	0	0	0	0	1	0	0	1	3
haavoittuvaisuus	0	1	0	0	0	1	0	1	0	0	3
hai	0	1	0	0	0	0	0	0	0	0	1
haihtuvuus	0	1	1	1	0	1	0	0	1	0	5
haikailu	0	0	0	1	0	0	0	0	0	0	1
haikea	0	0	0	0	0	0	0	1	0	0	1
hairahtunut	0	1	0	0	0	0	0	0	0	0	1
haiseva	0	1	0	0	1	0	0	0	0	0	2
haista	0	1	0	0	1	0	0	0	0	0	2
haitallinen	0	1	1	0	1	1	0	1	0	0	5
haitta	0	1	0	0	0	0	0	0	0	0	1
haittaavat	0	1	0	0	0	0	0	1	0	0	2
hajautettu	1	0	0	0	0	0	0	0	0	0	1
hajautus	0	1	0	0	0	0	0	0	0	0	1
hajoaa	0	0	0	0	0	0	0	1	0	0	1
hajoaminen	0	1	0	0	0	0	0	0	0	0	1
hajonta	0	1	0	0	0	0	0	0	0	0	1
hajota	0	1	0	0	1	0	0	0	0	0	2
haju	0	1	0	0	0	0	0	0	0	0	1
haju-	0	1	0	1	0	0	0	0	0	0	2
hajuisia	0	1	0	0	1	0	0	0	0	0	2
hakaristi	0	1	1	0	0	1	0	0	0	0	3
hakija	0	0	0	1	0	0	0	0	0	0	1
halata	1	0	0	0	0	0	1	0	0	1	3
halaus	1	0	0	0	0	0	1	0	0	1	3
halkaisu	0	1	0	0	0	0	0	1	0	0	2
halkeilua	0	1	0	0	0	0	0	0	0	0	1
hallinnollinen	0	0	0	0	0	0	0	0	0	1	1
hallinta	0	1	1	0	1	1	0	0	0	0	4
hallita	1	0	0	0	0	0	0	0	0	1	2
hallitseva	0	1	0	0	0	1	0	0	0	0	2
hallittu	1	0	0	0	0	0	0	0	0	0	1
hallitus	0	1	0	0	0	1	0	0	0	0	2
hallusinaatio	0	1	0	0	0	1	0	0	0	0	2
halpa	0	1	0	0	0	0	0	0	0	0	1
haltija	0	1	0	0	0	0	0	0	0	0	1
haltioituminen	1	0	0	0	0	0	1	0	0	1	3
haltioitunut	1	0	0	0	0	0	1	0	1	1	4
haluava	1	0	0	0	0	0	0	0	0	0	1
haluavat	0	1	0	0	0	0	0	1	0	0	2
halukkaasti	1	0	0	0	0	0	0	0	0	0	1
halukkuus	1	0	0	0	0	0	0	0	0	0	1
halutakovasti	0	0	0	1	0	0	0	0	0	0	1
haluten	1	0	0	0	0	0	0	0	0	0	1
haluttomuus	0	1	0	0	0	0	0	0	0	0	1
halvaantunut	0	1	1	0	0	1	0	1	1	0	5
halvaus	0	1	1	1	0	1	0	1	0	0	5
halveksia	0	1	1	0	1	0	0	0	0	0	3
halveksinta	0	1	1	0	0	0	0	0	0	0	2
halveksittava	0	1	1	0	1	0	0	0	0	0	3
halveksiva	0	1	1	0	0	0	0	0	0	0	2
halventaa	0	1	1	0	0	0	0	0	0	0	2
halventaminen	0	1	0	0	0	0	0	0	0	0	1
halventava	0	1	0	0	1	1	0	1	0	0	4
hammaslääketiede	0	0	0	0	0	1	0	0	0	0	1
hammasratas	0	1	0	0	0	1	0	0	0	0	2
hammassärky	0	1	0	0	0	1	0	0	0	0	2
hanakkuus	1	0	0	0	0	0	0	0	0	0	1
hangata	0	1	0	0	1	0	0	0	0	0	2
hankala	0	1	1	0	0	1	0	0	0	0	3
hankauksen	0	1	0	0	0	0	0	0	0	0	1
hanke	0	0	0	1	0	0	0	0	0	0	1
hankkia	1	0	0	0	0	0	0	0	0	0	1
hankkiminen	1	0	0	1	0	0	0	0	0	0	2
hap	0	0	0	1	0	0	0	0	1	0	2
hapan	0	1	0	0	1	0	0	0	0	0	2
hapetus	0	1	0	0	0	0	0	0	0	0	1
happo	0	1	0	0	0	0	0	0	0	0	1
harhaan	0	1	0	0	0	1	0	0	0	0	2
harhaanjohtava	0	1	1	0	0	0	0	0	0	0	2
harhaanjohtava nimitys	0	1	0	0	0	0	0	0	0	0	1
harhaanjohtavat tiedot	0	1	1	0	0	1	0	0	0	0	3
harhainen	0	1	1	0	0	1	0	0	0	0	3
harhakuvitelma	0	1	1	0	0	1	0	1	0	0	4
harhaluulo	0	1	0	0	0	0	0	0	0	0	1
harhaoppi	0	1	0	0	0	0	0	0	0	0	1
harhaoppinen	0	1	0	0	1	0	0	0	0	0	2
harhauttaa	0	1	0	0	0	0	0	0	0	0	1
harhautus	1	0	0	0	0	0	0	0	1	0	2
harjas	0	1	0	0	0	0	0	0	0	0	1
harjoitella	1	0	0	0	0	0	0	0	0	0	1
harjoiteltu	1	0	0	0	0	0	1	0	1	1	4
harjoittaa	1	0	0	0	0	0	1	0	0	1	3
harkinnanvarainen	1	0	0	0	0	0	0	0	0	0	1
harkintavalta	1	0	0	1	0	0	0	0	0	1	3
harkitsematon	0	1	1	0	1	0	0	1	0	0	4
harkitsevainen	1	0	0	0	0	0	0	0	0	1	2
harkittu	0	1	0	0	0	1	0	0	0	0	2
harmaa	0	0	0	0	1	0	0	1	0	0	2
harmaakarhu	0	1	0	0	0	1	0	0	0	0	2
harmaanruskea	0	1	0	0	0	0	0	0	0	0	1
harmaantunut	0	1	0	0	0	0	0	1	0	0	2
harmi	0	1	1	0	1	0	0	0	0	0	3
harmiton	1	0	0	0	0	0	0	0	0	0	1
harmonia	1	0	0	0	0	0	1	0	0	1	3
harmonisesti	1	0	0	0	0	0	1	0	0	1	3
harras	1	0	0	1	0	0	1	0	0	1	4
harraste	1	0	0	0	0	0	1	0	0	0	2
harrastus	1	0	0	0	0	0	0	0	0	0	1
hartaasti	1	0	0	0	0	0	0	0	0	0	1
hartaus	1	0	0	0	0	0	0	0	0	1	2
harvainvalta	0	1	0	0	0	0	0	0	0	0	1
harvinaislaatuinen	0	0	0	0	0	0	0	0	1	0	1
harvinaisuus	0	0	0	0	0	0	0	0	1	0	1
hasis	0	1	0	0	0	0	0	0	0	0	1
hassu	0	0	0	0	0	0	1	0	0	0	1
hating	0	1	1	0	0	0	0	0	0	0	2
haudata	0	0	0	0	0	0	0	1	0	0	1
haudattu	0	1	0	0	0	1	0	1	0	0	3
haukka	0	0	0	0	0	1	0	0	0	0	1
haukkumiset	0	1	1	0	0	0	0	0	0	0	2
haukoa	0	0	0	0	0	0	0	0	1	0	1
haukottaa	0	1	0	0	0	0	0	0	0	0	1
haukotus	0	1	0	0	0	0	0	0	0	0	1
hauras	0	1	0	0	0	1	0	1	0	0	3
hauska	1	0	0	1	0	0	1	0	0	0	3
hauta	0	1	0	0	0	1	0	1	0	0	3
hautaaminen	0	1	1	0	0	1	0	1	0	0	4
hautajaiset	0	0	0	0	0	0	0	1	0	0	1
hautakirjoitus	0	0	0	0	0	0	0	1	0	0	1
hautaus	0	1	0	0	0	0	0	1	0	0	2
hautausmaa	0	1	0	0	0	1	0	1	0	0	3
hautausurakoitsija	0	0	0	0	0	0	0	1	0	0	1
havaita	1	0	0	0	0	0	0	0	0	0	1
havaitseminen	1	0	0	0	0	0	0	0	0	0	1
havaittava	1	0	0	0	0	0	0	0	0	0	1
hedelmällinen	1	0	0	0	0	0	0	0	0	0	1
hedelmättömyys	0	1	0	0	0	0	0	1	0	0	2
hedelmätön	0	1	0	0	0	0	0	1	0	0	2
hedonismi	1	1	0	0	0	0	1	0	0	0	3
hehku	1	0	0	1	0	0	1	0	0	1	4
hehkuva	1	0	0	0	0	0	0	0	0	0	1
heikennettyjä	0	1	0	0	0	0	0	0	0	0	1
heikensi	0	1	0	0	0	0	0	0	0	0	1
heikentyminen	0	1	0	0	0	0	0	0	0	0	1
heikentynyt	0	1	0	0	0	0	0	0	0	0	1
heikentyä	0	1	0	0	0	1	0	1	0	0	3
heikentää	0	1	0	0	0	0	0	0	0	0	1
heiketä	0	1	0	0	0	1	0	1	0	0	3
heikkeneminen	0	1	1	0	1	1	0	1	0	0	5
heikko	0	1	0	0	0	0	0	0	0	0	1
heikkous	0	1	0	0	0	0	0	0	0	0	1
heikosti	0	1	0	0	0	1	0	1	0	0	3
heimo	0	0	0	0	0	0	0	0	0	1	1
heinäsirkka	0	1	0	0	0	1	0	0	0	0	2
helkkarin	0	1	0	0	0	1	0	1	0	0	3
hellepäivä	0	0	1	0	0	0	0	0	0	0	1
hellyys	1	0	0	0	0	0	1	0	0	0	2
hellä	1	0	0	0	0	0	1	0	0	1	3
helposti	1	0	0	0	0	0	0	0	0	0	1
helposti luettava	1	0	0	0	0	0	0	0	0	0	1
helposti pilaantuva	0	1	0	0	0	0	0	0	0	0	1
helpottaa	1	0	0	0	0	0	0	0	0	0	1
helpotus	1	0	0	0	0	0	0	0	0	0	1
helppous	1	0	0	0	0	0	0	0	0	0	1
helvetillinen	0	1	1	0	1	1	0	1	0	0	5
helvetti	0	1	1	0	1	1	0	1	0	0	5
hengenvaarallinen	0	1	0	0	0	0	0	0	0	0	1
hengissä	1	0	0	0	0	0	0	0	0	0	1
hengähdystauko	1	0	0	0	0	0	1	0	0	1	3
henki	1	0	0	0	0	0	0	0	0	0	1
henkilökohtainen	0	0	0	0	0	0	0	0	0	1	1
henkivartija	1	0	0	0	0	0	0	0	0	1	2
herjaava	0	1	1	0	1	0	0	0	0	0	3
herjata	0	1	1	0	1	0	0	0	0	0	3
herjaus	0	1	1	0	1	0	0	1	1	0	5
herkkyys	1	0	0	0	0	0	0	0	0	0	1
herkkä	0	1	1	0	0	0	0	1	0	0	3
herkkäuskoinen	0	1	0	0	0	0	0	1	0	1	3
herkullinen	1	0	0	0	0	0	1	0	0	0	2
herkästi	1	0	0	0	0	0	0	0	0	0	1
hermafrodiitti	0	1	0	0	0	0	0	0	1	0	2
hermo	1	0	0	0	0	0	0	0	0	0	1
hermona	0	1	0	0	0	1	0	0	0	0	2
hermostuneisuus	0	0	0	0	0	1	0	0	0	0	1
hermostunut	0	1	0	1	0	1	0	0	0	0	3
hermostuttaa	0	1	0	0	0	0	0	0	0	0	1
hermosärky	0	1	0	0	0	1	0	1	0	0	3
heroiini	0	1	0	0	0	0	0	0	0	0	1
herpaantumaton	1	0	0	0	0	0	0	0	0	0	1
herpes	0	1	0	0	1	0	0	0	0	0	2
herpesvirus	0	1	0	0	1	0	0	0	0	0	2
herra	1	1	0	0	1	0	0	0	0	1	4
herraskainen	1	0	0	0	0	0	0	0	0	0	1
herrasmies	1	0	0	0	0	0	0	0	0	1	2
herruudesta	1	0	0	0	0	0	0	0	0	0	1
herruus	1	1	1	1	0	1	1	0	1	1	8
herttua	1	0	0	0	0	0	0	0	0	0	1
herättää	1	0	0	1	0	0	0	0	0	0	2
heti	1	1	0	1	0	0	0	0	0	0	3
hevonen	0	0	0	0	0	0	0	0	0	1	1
hidas	0	1	0	0	0	0	0	1	0	0	2
hidastin	1	0	0	0	0	0	0	0	0	1	2
hieno	1	0	0	0	0	0	0	1	0	0	2
hienostuneisuus	1	0	0	0	0	0	0	0	0	0	1
hienostunut	1	0	0	0	0	0	0	0	0	0	1
hienoudet	1	0	0	0	0	0	0	0	0	0	1
hienovarainen	1	0	0	1	0	0	0	0	0	0	2
hieronta	1	0	0	0	0	0	1	0	0	0	2
hiertymä	0	1	0	0	0	0	0	0	0	0	1
hihittää	1	0	0	1	0	0	1	0	1	1	5
hiipivä	0	0	0	1	0	0	0	0	0	0	1
hiipiä	0	1	1	0	0	1	0	0	1	0	4
hiisi	0	1	0	0	1	1	0	0	0	0	3
hiki	0	0	0	0	0	1	0	0	0	0	1
hiljainen	1	0	0	0	0	0	0	1	0	0	2
hiljaisuus	1	0	0	0	0	1	0	1	0	0	3
hillitty	0	0	0	0	0	1	0	0	0	0	1
hillitä	0	1	1	0	0	1	0	0	0	0	3
hillitön	1	1	1	1	0	1	0	0	1	0	6
hillo	1	0	0	0	0	0	0	0	0	0	1
hilpeys	1	0	0	0	0	0	1	0	1	0	3
hilpeä	1	0	0	0	0	0	1	0	1	0	3
hilse	0	1	0	0	0	0	0	0	0	0	1
hilseilevä	0	1	0	0	0	0	0	0	0	0	1
himo	0	1	0	1	0	0	0	0	0	0	2
himoita	0	1	0	0	0	0	0	0	0	0	1
himokas	0	1	0	0	0	0	0	0	0	0	1
hionta	0	1	0	0	0	0	0	0	0	0	1
hiostava	1	0	0	0	0	0	0	0	0	0	1
hipelöidä	0	1	1	0	1	1	0	0	0	0	4
hippi	0	1	0	0	0	0	0	0	0	0	1
hiprakassa	0	1	0	0	0	0	0	0	0	0	1
hirmuvalta	0	1	1	0	1	1	0	1	0	0	5
hirsipuu	0	1	1	0	0	1	0	1	0	0	4
hirttosilmukka	0	1	0	0	0	0	0	1	0	0	2
hirveä	0	1	1	0	1	1	0	1	0	0	5
hirveästi	0	0	0	0	0	0	0	1	0	0	1
hirvittävä	0	1	0	0	1	0	0	0	0	0	2
hirviö	0	1	0	0	0	1	0	0	0	0	2
hitaus	0	1	0	0	0	0	0	0	0	0	1
hitunen	1	0	0	0	0	0	0	0	0	0	1
hiukkasen jtk	0	1	0	0	0	0	0	0	0	0	1
hiutale	0	1	0	0	0	0	0	0	0	0	1
hoikka	1	0	0	0	0	0	0	0	0	0	1
hoitaa	1	0	0	0	0	0	0	0	0	1	2
hoitaja	0	0	0	0	0	0	0	0	0	1	1
hoitovirhe	0	1	1	0	0	0	0	0	0	0	2
holhoava	0	1	0	0	0	0	0	0	0	0	1
holhooja	1	0	0	0	0	0	0	0	0	1	2
holhous	1	0	0	0	0	0	0	0	0	1	2
holokausti	0	1	1	0	1	1	0	1	0	0	5
holtiton	0	1	1	0	0	1	0	0	0	0	3
home	0	1	0	0	1	0	0	0	0	0	2
homologia	1	0	0	0	0	0	0	0	0	0	1
homoseksuaalisuus	0	1	0	0	0	0	0	0	0	0	1
hopealanka	1	0	0	0	0	0	1	0	0	0	2
horisontti	1	0	0	1	0	0	0	0	0	0	2
horjua	0	1	0	0	0	1	0	0	0	0	2
horjumaton	1	0	0	0	0	0	0	0	0	1	2
horjuttaa	0	1	0	0	1	1	0	1	0	0	4
horoskooppi	0	0	0	1	0	0	0	0	0	0	1
horribly	0	1	0	0	0	0	0	0	0	0	1
horros	0	1	0	0	0	0	0	0	0	0	1
hotkaista	0	1	0	0	0	0	0	0	0	0	1
houkutella	0	0	0	0	0	0	0	0	0	1	1
houkutteleva	1	0	0	1	0	0	1	0	1	1	5
houkuttelevuutta	1	0	0	0	0	0	0	0	0	0	1
houkutus	0	1	0	0	0	0	0	0	0	0	1
houraileva	0	1	0	0	0	0	0	1	0	0	2
houretila	0	1	0	0	1	0	0	1	0	0	3
hovimestari	1	0	0	0	0	0	0	0	0	1	2
huhu	0	1	0	0	0	0	0	1	0	0	2
huijari	0	1	0	0	0	0	0	0	0	0	1
huijata	0	1	1	0	1	0	0	0	0	0	3
huijaus	0	1	1	0	1	0	0	1	1	0	5
huikea	0	1	0	0	0	0	0	0	0	0	1
huikka	0	1	0	0	1	0	0	0	0	0	2
huimaus	0	1	0	0	0	0	0	0	0	0	1
huippu	1	0	0	0	0	0	0	0	0	0	1
huippukohta	1	0	0	0	0	0	0	0	0	0	1
huiputtaa	0	1	1	0	0	0	0	0	0	0	2
hukkaan	0	1	1	0	1	0	0	0	0	0	3
hukuttaa	0	1	0	0	0	1	0	1	0	0	3
hullu	0	1	1	0	0	1	0	0	0	0	3
hulluus	0	1	1	0	0	1	0	0	0	0	3
humalainen	0	1	0	0	1	0	0	0	0	0	2
humanitaarinen	1	0	0	1	0	0	1	0	1	1	5
humoristi	1	0	0	0	0	0	0	0	0	0	1
humoristinen	1	0	0	0	0	0	1	0	0	0	2
humpuuki	0	1	1	0	1	0	0	1	0	0	4
hunaja	1	0	0	0	0	0	0	0	0	0	1
huohottaen	0	1	0	0	0	1	0	0	0	0	2
huolehtimatta	0	1	1	0	0	0	0	1	0	0	3
huolestuneisuus	0	1	1	1	0	1	0	1	0	0	5
huolestunut	0	1	0	0	0	0	0	1	0	0	2
huolestuttava	0	1	0	1	0	1	0	1	0	0	4
huoli	0	1	0	1	0	1	0	1	0	0	4
huolimaton	0	1	0	0	0	0	0	0	0	0	1
huolimattomasti	0	1	0	0	0	0	0	0	0	0	1
huolimattomuus	0	1	0	0	0	0	0	0	0	0	1
huolissaan	0	0	0	0	0	1	0	1	0	0	2
huoltajuus	0	0	0	0	0	0	0	0	0	1	1
huomaavainen	1	0	0	0	0	0	0	0	0	1	2
huomaavaisuus	1	0	0	0	0	0	0	0	0	0	1
huomattava	1	0	0	0	0	0	0	0	0	0	1
huomattava asema	1	0	0	0	0	0	0	0	0	0	1
huomattavasti	1	0	0	0	0	0	0	0	0	0	1
huomenna	0	0	0	1	0	0	0	0	0	0	1
huomio	1	0	0	0	0	0	0	0	0	0	1
huomioitu	1	0	0	0	0	0	0	0	0	0	1
huomiota herättävä	1	0	0	0	0	0	0	0	0	0	1
huomiotta	0	1	0	0	1	0	0	0	0	0	2
huomispäivä	0	0	0	1	0	0	0	0	0	0	1
huono	0	1	1	0	1	1	0	1	0	0	5
huono hoito	0	1	0	0	0	0	0	0	0	0	1
huonoaika	0	1	0	0	0	0	0	0	0	0	1
huonomaineinen	0	1	1	0	1	1	0	0	0	0	4
huonommuus	0	1	0	0	0	0	0	0	0	0	1
huonompi	0	1	0	0	0	1	0	1	0	0	3
huonontuminen	0	1	0	0	1	0	0	1	0	0	3
huonontunut	0	1	0	0	1	0	0	1	0	0	3
huonosti	0	1	0	0	0	0	0	1	0	0	2
huonovointinen	0	1	0	0	0	0	0	1	0	0	2
huopa	0	0	0	0	0	0	0	0	0	1	1
huora	0	1	0	0	1	0	0	0	0	0	2
huoruus	0	1	0	0	0	0	0	0	0	0	1
huppu	0	1	1	0	1	1	0	0	0	0	4
hupsu	1	0	0	0	0	0	1	0	0	0	2
hupullinen	0	0	0	0	0	1	0	0	0	0	1
hurina	0	1	0	0	0	0	0	0	0	0	1
hurja	0	1	1	0	0	1	0	0	1	0	4
hurjistunut	0	1	1	0	0	1	0	0	0	0	3
hurmaava	1	0	0	0	0	0	1	0	0	0	2
hurmata	1	0	0	1	0	0	1	0	1	0	4
hurme	0	1	1	0	1	1	0	1	0	0	5
hurmio	1	0	0	1	0	0	1	0	0	0	3
hurmioitunut	1	0	0	1	0	0	1	0	1	0	4
hurraa	1	0	0	0	0	0	1	0	0	0	2
