word	finnish-fi	emotion	emotion-intensity-score
erotic	eroottinen	anticipation	0.641
erotic	eroottinen	joy	0.5
erotic	eroottinen	trust	0.219
differences	erot	trust	0.375
resign	erota	anger	0.227
resign	erota	disgust	0.234
resign	erota	fear	0.453
inseparable	erottamaton	joy	0.485
inseparable	erottamaton	trust	0.531
separation	erottaminen	fear	0.391
discriminating	erottava	disgust	0.555
forefathers	esi-isät	joy	0.188
forefathers	esi-isät	trust	0.539
auditions	esiintymiskoe	fear	0.266
tryouts	esikarsinnat	fear	0.21
firstborn	esikoinen	anticipation	0.633
firstborn	esikoinen	joy	0.531
firstborn	esikoinen	trust	0.531
paragon	esikuva	anticipation	0.352
paragon	esikuva	joy	0.266
paragon	esikuva	trust	0.523
intercession	esirukous	trust	0.391
present	esittää	anticipation	0.516
present	esittää	joy	0.441
present	esittää	trust	0.453
presents	esittelee	joy	0.516
inhibit	estää	anger	0.371
inhibit	estää	disgust	0.328
obstruct	estää	anger	0.5
obstruct	estää	fear	0.438
barrier	este	anger	0.287
obstacle	este	fear	0.344
obstacle	este	trust	0.242
disqualified	esteellinen	anger	0.328
disqualified	esteellinen	disgust	0.227
aesthetics	estetiikka	joy	0.455
slug	etana	disgust	0.594
ethereal	eteerinen	fear	0.328
progression	eteneminen	anticipation	0.586
progression	eteneminen	joy	0.312
progression	eteneminen	trust	0.609
proficient	etevä	trust	0.664
label	etiketti	trust	0.383
seek	etsiä	anticipation	0.586
quest	etsintä	anticipation	0.766
prospection	etsintään	anticipation	0.719
privilege	etuoikeus	trust	0.414
privileged	etuoikeutettu	joy	0.485
privileged	etuoikeutettu	trust	0.359
precedence	etusija	trust	0.555
outpost	etuvartio	fear	0.328
euphoria	euforia	joy	0.922
eulogistic	eulogistic	trust	0.391
eulogium	eulogium	trust	0.359
euthanasia	eutanasia	fear	0.594
euthanasia	eutanasia	sadness	0.927
evacuate	evakuoida	fear	0.578
denied	evätty	trust	0.211
colonel	eversti	trust	0.484
fanaticism	fanaattisuus	fear	0.344
fanfare	fanfaari	anticipation	0.562
fanfare	fanfaari	joy	0.594
farcical	farssimainen	disgust	0.391
favoriteholiday	favoriteholiday	joy	0.844
favs	favs	trust	0.398
feelinggood	feelinggood	joy	0.734
feisty	feisty	anger	0.269
feminism	feminismi	anger	0.266
feudalism	feodalismi	anger	0.47
festival	festivaali	anticipation	0.562
festival	festivaali	joy	0.625
fiesta	fiesta	anticipation	0.586
fiesta	fiesta	joy	0.773
fiesta	fiesta	trust	0.281
vibes	fiilis	joy	0.379
philosopher	filosofi	trust	0.508
florence	firenze	trust	0.281
firestorm	firestorm	anger	0.765
firstworldprobs	firstworldprobs	anger	0.379
fleece	fleece	anger	0.172
fleece	fleece	disgust	0.195
flexin	flexin	anger	0.281
flirt	flirttailla	anticipation	0.586
flirt	flirttailla	joy	0.594
flirt	flirttailla	trust	0.281
flop	flop	disgust	0.289
flu	flunssa	fear	0.375
phobia	fobia	fear	0.719
forum	foorumi	trust	0.422
frankenstorm	frankenstorm	fear	0.672
freakedout	freakedout	fear	0.672
frigate	fregatti	fear	0.375
fricking	fricking	anger	0.485
friggen	friggen	anger	0.575
fuckedoff	fuckedoff	anger	0.742
fuckoff	fuckoff	anger	0.912
fucksake	fucksake	anger	0.812
fucktard	fucktard	anger	0.906
fuckyeah	fuckyeah	joy	0.703
fustrated	fustrated	anger	0.547
physicist	fyysikko	trust	0.555
gaby	gaby	disgust	0.281
gahhh	gahhh	anger	0.439
ganna	ganna	trust	0.297
garansi	garansi	trust	0.211
geez	geez	anger	0.136
gelatin	gelatiini	disgust	0.195
getoverit	getoverit	anger	0.426
getoveryourself	getoveryourself	anger	0.495
ghetto	getto	disgust	0.609
ghetto	getto	fear	0.406
giggling	giggling	joy	0.781
guillotine	giljotiini	anger	0.591
guillotine	giljotiini	anticipation	0.398
guillotine	giljotiini	disgust	0.617
guillotine	giljotiini	fear	0.859
gladiator	gladiaattori	fear	0.328
gofuckyourself	gofuckyourself	anger	0.886
gon	gon	trust	0.289
gooood	gooood	joy	0.703
gospel	gospel	trust	0.617
gracias	gracias	joy	0.554
grotesque	groteski	disgust	0.82
grouchy	grouchy	anger	0.562
growthefuckup	growthefuckup	anger	0.788
grr	grr	anger	0.641
grrr	grrr	anger	0.516
grrrrr	grrrrr	anger	0.391
grump	grump	anger	0.515
guru	guru	trust	0.5
shipwreck	haaksirikko	fear	0.766
wrecked	haaksirikkoutui	anger	0.633
wrecked	haaksirikkoutui	fear	0.703
honeymoon	häämatka	anticipation	0.68
honeymoon	häämatka	joy	0.636
honeymoon	häämatka	trust	0.523
specter	haamu	fear	0.331
sue	haastaa	anger	0.394
rivalry	haastaja	anger	0.484
interview	haastatella	fear	0.18
interviewer	haastattelija	fear	0.172
challenge	haaste	anger	0.364
challenge	haaste	fear	0.281
challenges	haasteet	trust	0.289
bailiff	haastemies	fear	0.147
bailiff	haastemies	trust	0.367
wedding	häät	joy	0.641
eviction	häätö	anger	0.435
eviction	häätö	disgust	0.383
eviction	häätö	fear	0.596
wound	haava	anger	0.636
wound	haava	fear	0.571
wounding	haavoittaen	fear	0.688
wounded	haavoittunut	fear	0.592
vulnerable	haavoittuva	trust	0.359
hai	hai	trust	0.258
volatility	haihtuvuus	anger	0.687
volatility	haihtuvuus	anticipation	0.422
volatility	haihtuvuus	fear	0.578
vicious	häijy	anger	0.884
vicious	häijy	disgust	0.719
villainous	häijy	fear	0.594
ruthless	häikäilemätön	anger	0.797
ruthless	häikäilemätön	disgust	0.562
ruthless	häikäilemätön	fear	0.656
hankering	haikailu	anticipation	0.539
resplendent	häikäisevä	joy	0.516
giddy	häilyvä	joy	0.757
hairchalk	hairchalk	trust	0.336
hairclip	hairclip	trust	0.297
deranged	häiriintynyt	anger	0.706
deranged	häiriintynyt	disgust	0.742
deranged	häiriintynyt	fear	0.703
disruption	häiriö	anger	0.469
disruption	häiriö	fear	0.453
harass	häiritä	anger	0.659
harass	häiritä	disgust	0.586
distracting	häiritsevää	anger	0.182
distracting	häiritsevää	anticipation	0.398
disrupting	häiritseviä	anger	0.5
stinking	haiseva	disgust	0.742
stink	haista	disgust	0.516
screwyou	haistapaska	anger	0.924
harmful	haitallinen	anger	0.672
harmful	haitallinen	disgust	0.562
harmful	haitallinen	fear	0.797
pissoff	häivy	anger	0.875
obliterated	häivytetty	anger	0.894
obliterated	häivytetty	fear	0.8
fade	häivyttää	trust	0.359
decomposition	hajoaminen	disgust	0.75
decomposition	hajoaminen	fear	0.469
breakdown	hajota	fear	0.469
degrade	hajota	disgust	0.516
smell	haju	anger	0.061
smell	haju	disgust	0.445
olfactory	haju-	anticipation	0.328
smelling	hajuisia	disgust	0.508
swastika	hakaristi	anger	0.627
swastika	hakaristi	fear	0.531
applicant	hakija	anticipation	0.602
cuddling	halailemaan	joy	0.766
hug	halata	joy	0.672
hug	halata	trust	0.523
hugs	halauksia	joy	0.562
cuddle	halaus	joy	0.636
cuddle	halaus	trust	0.57
cuddles	hali	joy	0.662
commotion	hälinä	anger	0.424
hallelujah	hallelujah	joy	0.859
administrative	hallinnollinen	trust	0.352
possession	hallinta	anger	0.206
possession	hallinta	disgust	0.18
possession	hallinta	fear	0.406
dominate	hallita	anger	0.5
dominate	hallita	fear	0.438
dominant	hallitseva	fear	0.406
government	hallitus	fear	0.359
hallucination	hallusinaatio	fear	0.484
elf	haltia	anger	0.061
elf	haltia	disgust	0.141
elf	haltia	fear	0.185
elf	haltia	joy	0.156
sprite	haltija	fear	0.125
exaltation	haltioituminen	joy	0.682
exaltation	haltioituminen	trust	0.445
rapt	haltioitunut	joy	0.273
rapt	haltioitunut	trust	0.414
wishing	haluaa	joy	0.406
wannasleep	haluaanukkua	anger	0.031
loath	haluton	anger	0.781
reluctance	haluttomuus	disgust	0.234
paralyzed	halvaantunut	anger	0.333
paralyzed	halvaantunut	fear	0.859
paralysis	halvaus	anger	0.295
paralysis	halvaus	anticipation	0.211
paralysis	halvaus	fear	0.734
despise	halveksia	anger	0.75
despise	halveksia	disgust	0.57
scorn	halveksinta	anger	0.769
contemptible	halveksittava	anger	0.764
contemptible	halveksittava	disgust	0.625
contemptuous	halveksiva	anger	0.69
derogation	halventaa	anger	0.5
derogation	halventaa	disgust	0.523
derogation	halventaa	fear	0.547
derogatory	halventava	anger	0.562
derogatory	halventava	disgust	0.641
derogatory	halventava	fear	0.453
alarming	hälyttävä	fear	0.656
alerts	hälytykset	anticipation	0.609
alerts	hälytykset	fear	0.276
alarm	hälytys	fear	0.688
spider	hämähäkki	disgust	0.461
spider	hämähäkki	fear	0.656
murky	hämärä	disgust	0.414
dentist	hammaslääkäri	fear	0.312
dentists	hammaslääkärit	fear	0.438
dentistry	hammaslääketiede	fear	0.375
pinion	hammasratas	fear	0.234
toothache	hammassärky	fear	0.469
astonishment	hämmästys	joy	0.547
bewilderment	hämmennys	fear	0.312
distracted	hämmentynyt	anger	0.197
fangs	hampaat	fear	0.672
handgel	handgel	trust	0.32
scrub	hangata	disgust	0.242
hangry	hangry	anger	0.515
intractable	hankala	anger	0.5
troublesome	hankala	fear	0.516
complicate	hankaloittaa	anger	0.25
getyourown	hankkia	anticipation	0.297
acquiring	hankkiminen	anticipation	0.594
hap	hap	anticipation	0.383
desecration	häpäiseminen	anger	0.848
desecration	häpäiseminen	disgust	0.82
desecration	häpäiseminen	fear	0.578
desecration	häpäiseminen	sadness	0.781
defamatory	häpäisevä	anger	0.625
dishonor	häpäistä	anger	0.441
dishonor	häpäistä	disgust	0.516
dishonor	häpäistä	fear	0.484
sour	hapan	disgust	0.414
shame	häpeä	disgust	0.539
shame	häpeä	fear	0.344
stigma	häpeä	anger	0.348
stigma	häpeä	disgust	0.453
stigma	häpeä	fear	0.455
disgraceful	häpeällinen	anger	0.547
disgraceful	häpeällinen	disgust	0.625
shameless	häpeämätön	disgust	0.43
ashamed	häpeissään	disgust	0.438
ashamed	häpeissään	sadness	0.719
happyheart	happyheart	joy	0.818
happyholidays	happyholidays	joy	0.75
happyplace	happyplace	joy	0.875
happytweet	happytweet	joy	0.797
harga	harga	trust	0.305
astray	harhaan	fear	0.32
mislead	harhaanjohtaa	anger	0.455
mislead	harhaanjohtaa	fear	0.297
mislead	harhaanjohtaa	trust	0.18
misleading	harhaanjohtava	anger	0.344
misleading	harhaanjohtava	disgust	0.321
delusional	harhainen	anger	0.5
delusional	harhainen	fear	0.25
delusion	harhaluulo	anger	0.406
delusion	harhaluulo	fear	0.422
heretic	harhaoppinen	disgust	0.664
deceive	harhauttaa	anger	0.547
deceive	harhauttaa	disgust	0.461
practise	harjoitella	anticipation	0.508
practiced	harjoiteltu	joy	0.264
practiced	harjoiteltu	trust	0.633
engaging	harjoittaa	joy	0.485
engaging	harjoittaa	trust	0.547
discretion	harkinnan	anticipation	0.383
discretion	harkinnan	trust	0.555
inconsiderate	harkitsematon	anger	0.329
inconsiderate	harkitsematon	disgust	0.312
prudent	harkitseva	trust	0.547
premeditated	harkittu	fear	0.5
gray	harmaa	disgust	0.133
grizzly	harmaakarhu	fear	0.578
untoward	harmillinen	anger	0.394
untoward	harmillinen	disgust	0.352
harmony	harmonia	joy	0.719
harmony	harmonia	trust	0.648
harmoniously	harmonisesti	joy	0.641
harmoniously	harmonisesti	trust	0.672
tease	härnätä	anger	0.258
tease	härnätä	anticipation	0.57
leap	harppaus	trust	0.414
devout	harras	anticipation	0.438
devout	harras	joy	0.273
devout	harras	trust	0.562
hobby	harraste	joy	0.328
devotional	hartaus-	joy	0.359
devotional	hartaus-	trust	0.633
hassle	hässäkkä	anger	0.53
whimsical	hassu	joy	0.603
emergency	hätä	fear	0.719
frantic	hätääntynyt	anticipation	0.703
frantic	hätääntynyt	disgust	0.266
frantic	hätääntynyt	fear	0.705
hurried	hätäinen	anticipation	0.531
hateeee	hateeee	anger	0.779
kudos	hatunnosto	joy	0.515
kudos	hatunnosto	trust	0.414
bury	haudata	sadness	0.781
buried	haudattu	fear	0.531
hawk	haukka	fear	0.125
bark	haukkua	anger	0.365
scolding	haukkumiset	anger	0.703
fragile	hauras	fear	0.188
fun	hauska	anticipation	0.562
fun	hauska	joy	0.788
funday	hauskapäivä	joy	0.772
grave	hauta	fear	0.562
grave	hauta	sadness	0.727
burial	hautaaminen	anger	0.304
burial	hautaaminen	fear	0.703
burial	hautaaminen	sadness	0.812
funeral	hautajaiset	sadness	0.844
cemetery	hautausmaa	fear	0.541
cemetery	hautausmaa	sadness	0.766
demonstrative	havainnollinen	joy	0.25
perceive	havaita	trust	0.453
defeated	häviäjä	sadness	0.75
defeated	häviäjä	trust	0.258
eradicate	hävittää	anger	0.682
destroyer	hävittäjä	anger	0.812
destroyer	hävittäjä	fear	0.75
eradication	hävittämiseksi	anger	0.685
eradication	hävittämiseksi	disgust	0.516
eradication	hävittämiseksi	fear	0.828
desolation	hävitys	fear	0.667
desolation	hävitys	sadness	0.797
haye	haye	anger	0.324
fruity	hedelmäinen	joy	0.268
fruits	hedelmät	joy	0.344
orchard	hedelmätarha	joy	0.221
hedonism	hedonismi	joy	0.344
hee	hee	joy	0.455
heft	heft	anticipation	0.32
heft	heft	fear	0.219
heheh	heheh	joy	0.606
glow	hehku	anticipation	0.477
glow	hehku	joy	0.656
glow	hehku	trust	0.398
hyped	hehkutettu	fear	0.214
glowing	hehkuva	joy	0.729
bye	heihei	anticipation	0.258
deteriorate	heikentyä	fear	0.641
deterioration	heikkeneminen	anger	0.344
deterioration	heikkeneminen	disgust	0.719
deterioration	heikkeneminen	fear	0.562
deteriorated	heikkeni	disgust	0.586
weaknesses	heikkouksia	trust	0.18
weakness	heikkous	trust	0.266
weakly	heikosti	fear	0.406
tribe	heimo	trust	0.586
locust	heinäsirkka	fear	0.375
perishing	helkkarin	fear	0.672
perishing	helkkarin	sadness	0.804
tender	hellä	joy	0.441
tender	hellä	trust	0.516
sizzle	hellepäivä	anger	0.379
gem	helmi	joy	0.5
easiest	helpoin	trust	0.422
relieved	helpottunut	joy	0.647
relief	helpotus	joy	0.438
ease	helppous	joy	0.422
hellish	helvetillinen	anger	0.781
hellish	helvetillinen	disgust	0.695
hellish	helvetillinen	fear	0.828
hellish	helvetillinen	sadness	0.738
sodding	helvetin	anger	0.4
hell	helvetti	anger	0.853
hell	helvetti	disgust	0.68
hell	helvetti	fear	0.86
inferno	helvetti	anger	0.594
inferno	helvetti	fear	0.766
hemat	hemat	trust	0.297
respite	hengähdystauko	joy	0.324
respite	hengähdystauko	trust	0.422
spiritual	hengellinen	joy	0.297
spiritual	hengellinen	trust	0.664
breathtaking	henkeäsalpaava	joy	0.728
spirit	henki	joy	0.515
spirits	henkiä	anticipation	0.531
spirits	henkiä	joy	0.375
personal	henkilökohtainen	trust	0.5
mental	henkinen	fear	0.391
bodyguard	henkivartija	trust	0.695
arouse	herättää	anticipation	0.742
wokemeup	herättiminut	anger	0.234
blasphemous	herjaava	anger	0.712
blasphemous	herjaava	disgust	0.531
slander	herjata	anger	0.562
slander	herjata	disgust	0.609
responsive	herkkä	anticipation	0.531
responsive	herkkä	trust	0.539
touchy	herkkä	anger	0.379
gullible	herkkäuskoinen	trust	0.281
foodie	herkkusuu	joy	0.331
soreness	herkkyys	disgust	0.297
delicious	herkullinen	joy	0.579
neuralgia	hermosärky	fear	0.547
nervousness	hermostuneisuus	fear	0.627
jumpy	hermostunut	fear	0.484
nervous	hermostunut	anticipation	0.602
twitchy	hermostunut	anger	0.287
nerves	hermot	fear	0.6
herpes	herpes	disgust	0.789
herpesvirus	herpesvirus	disgust	0.773
lord	herra	disgust	0.125
lord	herra	joy	0.312
lord	herra	trust	0.445
gentleman	herrasmies	trust	0.656
hearts	hertta	joy	0.625
immediately	heti	anticipation	0.469
syncope	hetkellinentajuttomuus	fear	0.562
horse	hevonen	trust	0.391
soslow	hidas	anger	0.398
retards	hidastaa	anger	0.562
moderator	hidastin	trust	0.492
sand	hiekka	joy	0.109
discreet	hienotunteinen	anticipation	0.289
massage	hieronta	joy	0.47
chuckle	hihittää	anticipation	0.391
chuckle	hihittää	joy	0.706
chuckle	hihittää	trust	0.219
skiing	hiihto	joy	0.234
sneak	hiipiä	anger	0.409
sneak	hiipiä	fear	0.266
sneaking	hiipivä	anticipation	0.5
sneaking	hiipivä	fear	0.375
sneaking	hiipivä	trust	0.211
ogre	hiisi	disgust	0.547
sweat	hiki	fear	0.219
sweating	hikoilu	fear	0.298
quiet	hiljainen	joy	0.188
stillness	hiljaisuus	fear	0.188
stillness	hiljaisuus	joy	0.203
restrain	hillitä	anger	0.484
restrain	hillitä	fear	0.453
unbridled	hillitön	anger	0.531
unbridled	hillitön	anticipation	0.5
unbridled	hillitön	fear	0.271
uncontrollable	hillitön	anger	0.561
uncontrollable	hillitön	anticipation	0.516
uncontrollable	hillitön	joy	0.203
restrained	hillitty	fear	0.594
jolly	hilpeä	joy	0.891
hilarity	hilpeys	joy	0.606
craving	himo	anticipation	0.664
desire	himoita	joy	0.484
hippie	hippi	joy	0.288
appalling	hirivttävä	disgust	0.586
appalling	hirivttävä	fear	0.562
despotism	hirmuvalta	anger	0.453
despotism	hirmuvalta	disgust	0.703
despotism	hirmuvalta	fear	0.609
gallows	hirsipuu	anger	0.57
gallows	hirsipuu	fear	0.686
gallows	hirsipuu	sadness	0.797
hangman	hirttäjä	fear	0.61
horrid	hirveä	anger	0.833
horrid	hirveä	disgust	0.648
horrid	hirveä	fear	0.705
horrid	hirveä	sadness	0.734
monster	hirviö	fear	0.844
gruesome	hirvittävä	disgust	0.789
dangit	hittovieköön	anger	0.394
hohoho	hohoho	joy	0.845
slender	hoikka	fear	0.1
manage	hoitaa	trust	0.461
custodian	hoitaja	trust	0.508
malpractice	hoitovirhe	anger	0.5
shack	hökkeli	disgust	0.305
patronising	holhoava	anger	0.5
guardian	holhooja	trust	0.695
guardianship	holhous	trust	0.703
holocaust	holokausti	anger	0.712
holocaust	holokausti	disgust	0.852
holocaust	holokausti	fear	0.906
holocaust	holokausti	sadness	0.953
reckless	holtiton	anger	0.531
reckless	holtiton	fear	0.344
nonsense	hölynpöly	anger	0.25
mildew	homehtua	disgust	0.633
gay	homo	trust	0.391
homosexual	homoseksuaalinen	trust	0.367
tinsel	hopealanka	joy	0.359
waffle	höpöttää	anger	0.03
rushing	hoppu	fear	0.233
horizon	horisontti	anticipation	0.508
falter	horjua	fear	0.438
unwavering	horjumaton	trust	0.672
subvert	horjuttaa	disgust	0.398
subvert	horjuttaa	fear	0.5
hormonal	hormoni-	anger	0.172
horoscope	horoskooppi	anticipation	0.5
horseshit	horseshit	anger	0.719
hosannah	hosannah	trust	0.492
hotyoga	hotyoga	joy	0.347
coax	houkutella	trust	0.203
inviting	houkutteleva	anticipation	0.578
inviting	houkutteleva	joy	0.5
inviting	houkutteleva	trust	0.578
delirium	hourailu	disgust	0.508
butler	hovimestari	trust	0.438
phew	huhhuh	fear	0.203
cheat	huijata	anger	0.63
cheat	huijata	disgust	0.508
sham	huijaus	anger	0.409
sham	huijaus	disgust	0.509
swig	huikka	disgust	0.266
vertigo	huimaus	fear	0.5
climax	huipentuma	anticipation	0.742
climax	huipentuma	joy	0.636
climax	huipentuma	trust	0.398
dupe	huiputtaa	anger	0.312
deceived	huiputti	anger	0.562
undone	hukassa	trust	0.211
wasted	hukkaan	anger	0.441
wasted	hukkaan	disgust	0.445
drown	hukkua	fear	0.844
deluge	hukuttaa	fear	0.287
crazed	hullu	anger	0.75
crazed	hullu	fear	0.656
mad	hullu	disgust	0.484
madness	hulluus	anger	0.491
madness	hulluus	fear	0.675
craziness	hulluutta	joy	0.188
drunken	humalainen	disgust	0.539
humanitarian	humanitaarinen	anticipation	0.383
humanitarian	humanitaarinen	joy	0.469
humanitarian	humanitaarinen	trust	0.695
humorous	humoristinen	joy	0.562
humbug	humpuuki	anger	0.266
humbug	humpuuki	disgust	0.32
gasping	huohottaen	fear	0.438
worried	huolestunut	fear	0.466
worrying	huolestuttava	anticipation	0.539
worrying	huolestuttava	fear	0.484
worries	huolet	fear	0.562
carefree	huoleton	joy	0.5
worry	huoli	anticipation	0.492
worry	huoli	fear	0.578
remiss	huolimaton	anger	0.397
